player_id,given_name,family_name,list_tournaments,team_name,team_code,count_tournaments,team_count
P-08576,Kurt,Axelsson,1970,Sweden,SWE,1,1
P-08577,Jesús,Martínez,1978,Mexico,MEX,1,1
P-08578,Sergio,Almirón,1986,Argentina,ARG,1,1
P-08579,Martin,Laursen,2002,Denmark,DNK,1,1
P-08581,Sigurd,Hansen,1938,Norway,NOR,1,1
P-08582,Sebastian,Mila,2006,Poland,POL,1,1
P-08583,Al Hasan,Al-Yami,2002,Saudi Arabia,SAU,1,1
P-08584,not applicable,Manoelzinho,1930,Brazil,BRA,1,1
P-08586,Zvjezdan,Misimović,2014,Bosnia and Herzegovina,BIH,1,1
P-08587,Anthony,Contreras,2022,Costa Rica,CRI,1,1
P-08588,Patrick,Müller,2006,Switzerland,CHE,1,1
P-08589,Brenden,Aaronson,2022,United States,USA,1,1
P-08591,Bernard,Vukas,"1950, 1954",Yugoslavia,YUG,2,1
P-08592,Miguel,Tendillo,1982,Spain,ESP,1,1
P-08593,Robert,Maertens,1954,Belgium,BEL,1,1
P-08594,Lucas,Neill,"2006, 2010",Australia,AUS,2,1
P-08595,Thomas,Partey,2022,Ghana,GHA,1,1
P-08596,Uwe,Bein,1990,West Germany,DEU,1,1
P-08598,not applicable,Piazza,"1970, 1974",Brazil,BRA,2,1
P-08599,Iker,Casillas,"2002, 2006, 2010, 2014",Spain,ESP,4,1
P-08600,Hwang,In-beom,2022,South Korea,KOR,1,1
P-08601,Paulo,Sérgio,1994,Brazil,BRA,1,1
P-08602,Jozef,Barmoš,1982,Czechoslovakia,CSK,1,1
P-08603,Nils,Axelsson,1934,Sweden,SWE,1,1
P-08605,Yao Junior,Sènaya,2006,Togo,TGO,1,1
P-08606,Benedikt,Höwedes,2014,Germany,DEU,1,1
P-08607,Keith,MacKay,1982,New Zealand,NZL,1,1
P-08608,Lars,Ricken,2002,Germany,DEU,1,1
P-08610,Ilijas,Pašić,1958,Yugoslavia,YUG,1,1
P-08611,Yvon,Le Roux,1986,France,FRA,1,1
P-08612,Pirmin,Schwegler,2010,Switzerland,CHE,1,1
P-08613,Brendan,Augustine,1998,South Africa,ZAF,1,1
P-08614,Enzo,Robotti,1962,Italy,ITA,1,1
P-08615,Rúben,Bareño,1970,Uruguay,URY,1,1
P-08616,Uli,Hoeneß,1974,West Germany,DEU,1,1
P-08617,Emmanuel,Koné,2010,Ivory Coast,CIV,1,1
P-08618,Jorge,Socías,1974,Chile,CHL,1,1
P-08619,Ricardo,Pereira,2018,Portugal,PRT,1,1
P-08620,Shuto,Machino,2022,Japan,JPN,1,1
P-08621,Bernard,Lama,1998,France,FRA,1,1
P-08622,Gyula,Prassler,1938,Romania,ROU,1,1
P-08623,Patrick,Pemberton,"2014, 2018",Costa Rica,CRI,2,1
P-08624,Francisco,Castrejón,1970,Mexico,MEX,1,1
P-08625,Christos,Karkamanis,1994,Greece,GRC,1,1
P-08627,Héctor,Enrique,1986,Argentina,ARG,1,1
P-08628,Pedro,Rocha,"1962, 1966, 1970, 1974",Uruguay,URY,4,1
P-08630,Finidi,George,"1994, 1998",Nigeria,NGA,2,1
P-08631,Borna,Sosa,2022,Croatia,HRV,1,1
P-08632,Ruslan,Nigmatullin,2002,Russia,RUS,1,1
P-08634,Pietro,Arcari,1934,Italy,ITA,1,1
P-08635,José Antonio,Rodríguez,1938,Cuba,CUB,1,1
P-08637,Dani,Alves,"2010, 2014, 2022",Brazil,BRA,3,1
P-08638,Nikita,Rukavytsya,2010,Australia,AUS,1,1
P-08640,Hugo,Brizuela,1998,Paraguay,PRY,1,1
P-08641,René,Simons,1934,Belgium,BEL,1,1
P-08643,Roy,Andersson,1978,Sweden,SWE,1,1
P-08644,Kazuyuki,Toda,2002,Japan,JPN,1,1
P-08645,Pablo,Centurión,1950,Paraguay,PRY,1,1
P-08646,Peter,Kjær,"1998, 2002",Denmark,DNK,2,1
P-08647,Kalle,Svensson,"1950, 1958",Sweden,SWE,2,1
P-08648,Petar,Petrov,1986,Bulgaria,BGR,1,1
P-08649,Mogens,Krogh,1998,Denmark,DNK,1,1
P-08651,David,Myrie,2014,Costa Rica,CRI,1,1
P-08653,Gerard,Piqué,"2010, 2014, 2018",Spain,ESP,3,1
P-08654,Gyula,Futó,1934,Hungary,HUN,1,1
P-08655,Peter,van Vossen,1994,Netherlands,NLD,1,1
P-08656,Angelo,Domenghini,1970,Italy,ITA,1,1
P-08657,MacDonald,Mukansi,2002,South Africa,ZAF,1,1
P-08658,Ivan,Mariz,1930,Brazil,BRA,1,1
P-08659,Gérard,Soler,1982,France,FRA,1,1
P-08660,Miguel,Ramírez,1998,Chile,CHL,1,1
P-08661,Bixente,Lizarazu,"1998, 2002",France,FRA,2,1
P-08662,Sven,Habermann,1986,Canada,CAN,1,1
P-08663,Oleh,Husyev,2006,Ukraine,UKR,1,1
P-08665,Yechezekel,Chazom,1970,Israel,ISR,1,1
P-08666,Stanley,Menzo,1990,Netherlands,NLD,1,1
P-08667,Miguel Ángel,Benítez,1998,Paraguay,PRY,1,1
P-08668,Pavel,Mogilevets,2014,Russia,RUS,1,1
P-08669,Rigoberto,Cisneros,1978,Mexico,MEX,1,1
P-08670,Luka,Peruzović,1974,Yugoslavia,YUG,1,1
P-08671,Winston,Bogarde,1998,Netherlands,NLD,1,1
P-08673,Sergei,Fokin,1990,Soviet Union,SUN,1,1
P-08675,not applicable,Jaú,1938,Brazil,BRA,1,1
P-08677,Henryk,Kasperczak,"1974, 1978",Poland,POL,2,1
P-08678,not applicable,Hilario,1934,Spain,ESP,1,1
P-08679,Jürgen,Kurbjuhn,1962,West Germany,DEU,1,1
P-08680,Ján,Popluhár,"1958, 1962",Czechoslovakia,CSK,2,1
P-08681,Luis,Guevara Mora,1982,El Salvador,SLV,1,1
P-08682,Aïssa,Laïdouni,2022,Tunisia,TUN,1,1
P-08683,Franz,Cisar,1934,Austria,AUT,1,1
P-08685,Željko,Matuš,1962,Yugoslavia,YUG,1,1
P-08686,Oleg,Romantsev,1982,Soviet Union,SUN,1,1
P-08687,Stanisław,Baran,1938,Poland,POL,1,1
P-08688,Ove,Kindvall,"1970, 1974",Sweden,SWE,2,1
P-08689,Paulo,Silas,"1986, 1990",Brazil,BRA,2,1
P-08690,Matt,Besler,2014,United States,USA,1,1
P-08693,Knut,Kroon,1934,Sweden,SWE,1,1
P-08694,Walter,Martínez,2010,Honduras,HND,1,1
P-08695,Luis Miguel,Salvador,1994,Mexico,MEX,1,1
P-08696,not applicable,Manolo,1990,Spain,ESP,1,1
P-08698,Mohamed,Elneny,2018,Egypt,EGY,1,1
P-08699,Boštjan,Cesar,2010,Slovenia,SVN,1,1
P-08700,Nastja,Čeh,2002,Slovenia,SVN,1,1
P-08701,Edmond,Baraffe,1966,France,FRA,1,1
P-08702,Mitchell,Duke,2022,Australia,AUS,1,1
P-08703,Muhsin,Musabah,1990,United Arab Emirates,ARE,1,1
P-08704,Léider,Preciado,1998,Colombia,COL,1,1
P-08707,Ognjen,Vukojević,2014,Croatia,HRV,1,1
P-08708,Jorge,Borelli,1994,Argentina,ARG,1,1
P-08709,Marino,Perani,1966,Italy,ITA,1,1
P-08710,Piero,Hincapié,2022,Ecuador,ECU,1,1
P-08711,Jan,Fiala,1982,Czechoslovakia,CSK,1,1
P-08712,Cody,Gakpo,2022,Netherlands,NLD,1,1
P-08713,Kalu,Uche,2010,Nigeria,NGA,1,1
P-08714,Hristo,Stoichkov,"1994, 1998",Bulgaria,BGR,2,1
P-08715,Roy,Rea,1958,Northern Ireland,NIR,1,1
P-08716,Roger,Piantoni,1958,France,FRA,1,1
P-08717,not applicable,Jair,1950,Brazil,BRA,1,1
P-08718,Ján,Kozák,2010,Slovakia,SVK,1,1
P-08719,Klaus,Augenthaler,"1986, 1990",West Germany,DEU,2,1
P-08720,Zlatko,Krmpotić,1982,Yugoslavia,YUG,1,1
P-08721,José,Gómez,1974,Uruguay,URY,1,1
P-08722,Ernest,Libérati,1930,France,FRA,1,1
P-08723,Majid,Bishkar,1978,Iran,IRN,1,1
P-08724,Terry,Fenwick,1986,England,ENG,1,1
P-08725,Mubarak,Ghanim,1990,United Arab Emirates,ARE,1,1
P-08726,Ryuzo,Morioka,2002,Japan,JPN,1,1
P-08728,Tyronne,Ebuehi,2018,Nigeria,NGA,1,1
P-08729,Víctor,Morales,1930,Chile,CHL,1,1
P-08730,Renato,Gaúcho,1990,Brazil,BRA,1,1
P-08731,Eduardo Mario,Acevedo,1986,Uruguay,URY,1,1
P-08732,Francisco,Valdés,"1966, 1974",Chile,CHL,2,1
P-08734,Bill,Eckersley,1950,England,ENG,1,1
P-08735,Bruno,Guimarães,2022,Brazil,BRA,1,1
P-08736,Mauricio,Manzano,1970,El Salvador,SLV,1,1
P-08737,Kossi,Agassa,2006,Togo,TGO,1,1
P-08738,Tugay,Kerimoğlu,2002,Turkey,TUR,1,1
P-08739,Nicolae,Lupescu,1970,Romania,ROU,1,1
P-08740,Carlos,Gamarra,"1998, 2002, 2006",Paraguay,PRY,3,1
P-08741,Josef,Hickersberger,1978,Austria,AUT,1,1
P-08742,Eric,Van Meir,"1994, 1998, 2002",Belgium,BEL,3,1
P-08743,Kaçmaz,Akgün,1954,Turkey,TUR,1,1
P-08745,Rolf,Holmberg,1938,Norway,NOR,1,1
P-08746,Abdullah,Mayouf,1982,Kuwait,KWT,1,1
P-08747,Eulogio,Sandoval,1950,Bolivia,BOL,1,1
P-08749,John,McClelland,"1982, 1986",Northern Ireland,NIR,2,1
P-08750,Len,Graham,1958,Northern Ireland,NIR,1,1
P-08751,Klaus,Fichtel,1970,West Germany,DEU,1,1
P-08754,Arturo,Chaires,"1962, 1966",Mexico,MEX,2,1
P-08755,Léon,Jeck,1970,Belgium,BEL,1,1
P-08756,Stoyan,Yordanov,1970,Bulgaria,BGR,1,1
P-08757,Jefferson,Farfán,2018,Peru,PER,1,1
P-08758,Chris,Albright,2006,United States,USA,1,1
P-08759,Daley,Blind,"2014, 2022",Netherlands,NLD,2,1
P-08760,Mohamed,Akid,1978,Tunisia,TUN,1,1
P-08761,Marcel,Mahouvé,1998,Cameroon,CMR,1,1
P-08762,Lilian,Thuram,"1998, 2002, 2006",France,FRA,3,1
P-08763,Joseph,Van Ingelgem,1934,Belgium,BEL,1,1
P-08764,Uwe,Rahn,1986,West Germany,DEU,1,1
P-08766,Ernesto,Labarthe,1978,Peru,PER,1,1
P-08767,Shaq,Moore,2022,United States,USA,1,1
P-08768,Darko,Lazović,2022,Serbia,SRB,1,1
P-08769,Elías,Muñoz,1966,Mexico,MEX,1,1
P-08770,Eliseo,Insfrán,1958,Paraguay,PRY,1,1
P-08772,Andrew,Boyens,2010,New Zealand,NZL,1,1
P-08773,Claus,Jensen,2002,Denmark,DNK,1,1
P-08774,Jin-hyeon,Kim,2018,South Korea,KOR,1,1
P-08775,Henk,Pellikaan,1934,Netherlands,NLD,1,1
P-08776,Samuel,Piette,2022,Canada,CAN,1,1
P-08777,Alf,McMichael,1958,Northern Ireland,NIR,1,1
P-08778,Héctor,Ortiz,1950,Mexico,MEX,1,1
P-08779,not applicable,Vicente,1966,Portugal,PRT,1,1
P-08780,not applicable,Rui,1950,Brazil,BRA,1,1
P-08781,Rubin,Colwill,2022,Wales,WAL,1,1
P-08782,Daniel,Colindres,2018,Costa Rica,CRI,1,1
P-08783,Nadhim,Shaker,1986,Iraq,IRQ,1,1
P-08784,Abdelkader,Ben Bouali,1938,France,FRA,1,1
P-08785,Boulaye,Dia,2022,Senegal,SEN,1,1
P-08786,Fyodor,Kudryashov,2018,Russia,RUS,1,1
P-08787,Slaven,Bilić,1998,Croatia,HRV,1,1
P-08789,Carlos,Carus,1954,Mexico,MEX,1,1
P-08790,Mario,Tokić,2006,Croatia,HRV,1,1
P-08791,Takefusa,Kubo,2022,Japan,JPN,1,1
P-08792,Carlos,Tejas,1998,Chile,CHL,1,1
P-08793,Vladimir,Stojković,"2006, 2010, 2018","Serbia and Montenegro,Serbia","SCG,SRB",3,2
P-08794,Gaston,Taument,1994,Netherlands,NLD,1,1
P-08795,not applicable,Cris,2006,Brazil,BRA,1,1
P-08796,Dries,Mertens,"2014, 2018, 2022",Belgium,BEL,3,1
P-08798,Jozef,Chovanec,1990,Czechoslovakia,CSK,1,1
P-08801,Thibaut,Courtois,"2014, 2018, 2022",Belgium,BEL,3,1
P-08802,Luis,Izzeta,1934,Argentina,ARG,1,1
P-08803,Trevor,Edwards,1958,Wales,WAL,1,1
P-08804,Mouez,Hassen,"2018, 2022",Tunisia,TUN,2,1
P-08805,Severino,Minelli,"1934, 1938",Switzerland,CHE,2,1
P-08806,Gusztáv,Szepesi,1966,Hungary,HUN,1,1
P-08807,Campanal,I,1934,Spain,ESP,1,1
P-08808,Constant,Joacim,1934,Belgium,BEL,1,1
P-08809,Frans,Gommers,1938,Belgium,BEL,1,1
P-08810,Ergün,Penbe,2002,Turkey,TUR,1,1
P-08811,Maarten,Stekelenburg,"2006, 2010",Netherlands,NLD,2,1
P-08812,Mark,Milligan,"2006, 2010, 2014, 2018",Australia,AUS,4,1
P-08813,August,Hellemans,"1930, 1934",Belgium,BEL,2,1
P-08815,Brian,Ching,2006,United States,USA,1,1
P-08817,Thierry,Tusseau,1986,France,FRA,1,1
P-08819,Alf,Ramsey,1950,England,ENG,1,1
P-08820,Alfredo,Talavera,"2014, 2018, 2022",Mexico,MEX,3,1
P-08821,Vasiliy,Danilov,1966,Soviet Union,SUN,1,1
P-08822,Gustav,Mráz,1958,Czechoslovakia,CSK,1,1
P-08824,Roberto,Anzolin,1966,Italy,ITA,1,1
P-08825,Khaled,Badra,"1998, 2002",Tunisia,TUN,2,1
P-08826,Reza,Haghighi,2014,Iran,IRN,1,1
P-08828,Thomas,Ahlström,1974,Sweden,SWE,1,1
P-08829,Tony,Adams,1998,England,ENG,1,1
P-08832,Davie,Cooper,1986,Scotland,SCO,1,1
P-08834,Franz,Beckenbauer,"1966, 1970, 1974",West Germany,DEU,3,1
P-08835,Nigel,de Jong,"2010, 2014",Netherlands,NLD,2,1
P-08836,Nicolas,Jackson,2022,Senegal,SEN,1,1
P-08837,Alexis,Sánchez,"2010, 2014",Chile,CHL,2,1
P-08838,José,Naranjo,"1950, 1954",Mexico,MEX,2,1
P-08839,Ricardo,La Volpe,1978,Argentina,ARG,1,1
P-08840,Diego,Simeone,"1994, 1998, 2002",Argentina,ARG,3,1
P-08841,Ledley,King,2010,England,ENG,1,1
P-08842,Vanja,Milinković-Savić,2022,Serbia,SRB,1,1
P-08843,Rui,Jorge,2002,Portugal,PRT,1,1
P-08844,Bryan,Robson,"1982, 1986, 1990",England,ENG,3,1
P-08845,Byung-dae,Min,1954,South Korea,KOR,1,1
P-08846,Bernard,Voorhoof,"1930, 1934, 1938",Belgium,BEL,3,1
P-08847,Harry,Haddock,1958,Scotland,SCO,1,1
P-08849,Miklos,Molnar,1998,Denmark,DNK,1,1
P-08850,Marc,Baecke,1982,Belgium,BEL,1,1
P-08851,Augustine,Simo,1998,Cameroon,CMR,1,1
P-08853,Arthur,Numan,"1994, 1998",Netherlands,NLD,2,1
P-08854,José Antonio,Roca,"1950, 1954, 1958",Mexico,MEX,3,1
P-08855,Josef,Masopust,"1958, 1962",Czechoslovakia,CSK,2,1
P-08856,Gonzalo,de los Santos,2002,Uruguay,URY,1,1
P-08857,Kwang-rae,Cho,1986,South Korea,KOR,1,1
P-08858,Krister,Kristensson,1970,Sweden,SWE,1,1
P-08859,Svatopluk,Pluskal,"1954, 1958, 1962",Czechoslovakia,CSK,3,1
P-08860,Serge,Gnabry,2022,Germany,DEU,1,1
P-08861,Suat,Mamat,1954,Turkey,TUR,1,1
P-08862,Rubén,González,1962,Uruguay,URY,1,1
P-08863,Pierre,Webó,"2010, 2014",Cameroon,CMR,2,1
P-08866,Javier,Ambrois,1954,Uruguay,URY,1,1
P-08868,Myong-guk,Ri,2010,North Korea,PRK,1,1
P-08869,August,Lehmann,1938,Switzerland,CHE,1,1
P-08870,Jorge,da Silva,1986,Uruguay,URY,1,1
P-08872,Radoslav,Zdravkov,1986,Bulgaria,BGR,1,1
P-08873,Fakhreddine,Ben Youssef,2018,Tunisia,TUN,1,1
P-08874,Marek,Sapara,2010,Slovakia,SVK,1,1
P-08875,Gábor,Szabó,1934,Hungary,HUN,1,1
P-08876,Housain,Al-Mogahwi,2018,Saudi Arabia,SAU,1,1
P-08877,Parviz,Boroumand,1998,Iran,IRN,1,1
P-08878,Carlos,Calderón de la Barca,1958,Mexico,MEX,1,1
P-08880,Aleksandr,Mostovoi,"1994, 2002",Russia,RUS,2,1
P-08881,Sébastien,Squillaci,2010,France,FRA,1,1
P-08882,Wolfgang,Overath,"1966, 1970, 1974",West Germany,DEU,3,1
P-08883,Pape Abou,Cissé,2022,Senegal,SEN,1,1
P-08884,Rudolf,Kotormány,1934,Romania,ROU,1,1
P-08885,Georgi,Bachev,1998,Bulgaria,BGR,1,1
P-08887,Moshe,Romano,1970,Israel,ISR,1,1
P-08888,André,Kana-Biyik,"1990, 1994",Cameroon,CMR,2,1
P-08889,László,Bödör,1962,Hungary,HUN,1,1
P-08891,Alan,A'Court,1958,England,ENG,1,1
P-08892,Mark,Iuliano,2002,Italy,ITA,1,1
P-08893,Hussein,Saeed,1986,Iraq,IRQ,1,1
P-08894,Emil,Krafth,2018,Sweden,SWE,1,1
P-08895,José,Sasía,"1962, 1966",Uruguay,URY,2,1
P-08896,Senijad,Ibričić,2014,Bosnia and Herzegovina,BIH,1,1
P-08897,Henry,Johansen,1938,Norway,NOR,1,1
P-08898,Leo,Franco,2006,Argentina,ARG,1,1
P-08900,Giora,Spiegel,1970,Israel,ISR,1,1
P-08901,Kristian,Henriksen,1938,Norway,NOR,1,1
P-08903,Amedeo,Biavati,1938,Italy,ITA,1,1
P-08904,Imre,Markos,1934,Hungary,HUN,1,1
P-08905,Ioan,Lupescu,"1990, 1994",Romania,ROU,2,1
P-08906,not applicable,Ciriaco,1934,Spain,ESP,1,1
P-08907,Idrissa,Gueye,"2018, 2022",Senegal,SEN,2,1
P-08908,Georges,Carnus,1966,France,FRA,1,1
P-08909,Georges,Mouyémé,1994,Cameroon,CMR,1,1
P-08910,Hans-Peter,Friedländer,1950,Switzerland,CHE,1,1
P-08911,Valery,Voronin,"1962, 1966",Soviet Union,SUN,2,1
P-08912,Guillermo,Franco,"2006, 2010",Mexico,MEX,2,1
P-08913,Zbigniew,Gut,1974,Poland,POL,1,1
P-08914,Yassine,Chikhaoui,2006,Tunisia,TUN,1,1
P-08915,Marco,Estrada,2010,Chile,CHL,1,1
P-08916,Jean,Djorkaeff,1966,France,FRA,1,1
P-08917,Adel,Chedli,2006,Tunisia,TUN,1,1
P-08918,Haris,Seferovic,"2014, 2018, 2022",Switzerland,CHE,3,1
P-08919,Ramon,Azeez,2014,Nigeria,NGA,1,1
P-08920,Mario,Haas,1998,Austria,AUT,1,1
P-08922,Aaron,Lennon,"2006, 2010",England,ENG,2,1
P-08923,Ulf,Kirsten,"1994, 1998",Germany,DEU,2,1
P-08924,Peter,Pekarík,2010,Slovakia,SVK,1,1
P-08925,Murdo,MacLeod,1990,Scotland,SCO,1,1
P-08926,António,Sousa,1986,Portugal,PRT,1,1
P-08927,Ivano,Bordon,"1978, 1982",Italy,ITA,2,1
P-08928,Ljubiša,Spajić,1954,Yugoslavia,YUG,1,1
P-08929,Waldo,Ponce,2010,Chile,CHL,1,1
P-08930,Craig,Goodwin,2022,Australia,AUS,1,1
P-08931,Titi,Buengo,2006,Angola,AGO,1,1
P-08932,Domingo,Tejera,1930,Uruguay,URY,1,1
P-08933,Zlatan,Ljubijankić,2010,Slovenia,SVN,1,1
P-08935,Giuseppe,Galderisi,1986,Italy,ITA,1,1
P-08936,Bert,Patenaude,1930,United States,USA,1,1
P-08937,Young-pyo,Lee,"2002, 2006, 2010",South Korea,KOR,3,1
P-08938,Michael,Streiter,1990,Austria,AUT,1,1
P-08939,Hugo,Sánchez,"1978, 1986, 1994",Mexico,MEX,3,1
P-08940,Joaquim,Carvalho,1966,Portugal,PRT,1,1
P-08941,Matthias,Kaburek,1934,Austria,AUT,1,1
P-08942,Hamzah,Idris,1994,Saudi Arabia,SAU,1,1
P-08943,Nelson,Parraguez,1998,Chile,CHL,1,1
P-08945,Rüştü,Reçber,2002,Turkey,TUR,1,1
P-08946,Joachim,Fritsche,1974,East Germany,DDR,1,1
