player_id,given_name,family_name,count_tournaments,list_tournaments,team_name,team_code,team_count
P-03222,Edinson,Cavani,4,"2010, 2014, 2018, 2022",Uruguay,URY,1
P-03222,Edinson,Cavani,4,"2010, 2014, 2018, 2022",Uruguay,URY,1
P-08199,Giuseppe,Cavanna,1,1934,Italy,ITA,1
P-01734,Juan,Cayasso,1,1990,Costa Rica,CRI,1
P-08397,Hector,Cazenave,1,1938,France,FRA,1
P-04363,Santi,Cazorla,1,2014,Spain,ESP,1
P-06624,Pedro,Cea,1,1930,Uruguay,URY,1
P-03359,Ewald,Cebula,1,1938,Poland,POL,1
P-07430,Marek,Čech,1,2010,Slovakia,SVK,1
P-05286,Petr,Čech,1,2006,Czech Republic,CZE,1
P-06699,not applicable,Cédric,1,2018,Portugal,PRT,1
P-03491,Aleš,Čeh,1,2002,Slovenia,SVN,1
P-08700,Nastja,Čeh,1,2002,Slovenia,SVN,1
P-03446,Albert,Celades,1,1998,Spain,ESP,1
P-04082,Rogério,Ceni,2,"2002, 2006",Brazil,BRA,1
P-04082,Rogério,Ceni,2,"2002, 2006",Brazil,BRA,1
P-07000,Walter,Centeno,2,"2002, 2006",Costa Rica,CRI,1
P-07000,Walter,Centeno,2,"2002, 2006",Costa Rica,CRI,1
P-08645,Pablo,Centurión,1,1950,Paraguay,PRY,1
P-01893,Pierluigi,Cera,1,1970,Italy,ITA,1
P-08342,Mehdi,Cerbah,1,1982,Algeria,DZA,1
P-09792,Alessio,Cerci,1,2014,Italy,ITA,1
P-02773,Carlo,Ceresoli,1,1938,Italy,ITA,1
P-07979,Toninho,Cerezo,2,"1978, 1982",Brazil,BRA,1
P-07979,Toninho,Cerezo,2,"1978, 1982",Brazil,BRA,1
P-01439,Harald,Cerny,1,1998,Austria,AUT,1
P-06178,Karel,Černý,1,1938,Czechoslovakia,CSK,1
P-06231,Sergio,Cervato,1,1954,Italy,ITA,1
P-08699,Boštjan,Cesar,1,2010,Slovenia,SVN,1
P-09342,Júlio,César,1,1986,Brazil,BRA,1
P-03210,Júlio,César,3,"2006, 2010, 2014",Brazil,BRA,1
P-03210,Júlio,César,3,"2006, 2010, 2014",Brazil,BRA,1
P-03210,Júlio,César,3,"2006, 2010, 2014",Brazil,BRA,1
P-02083,not applicable,César,1,1950,Spain,ESP,1
P-06715,not applicable,César,1,1974,Brazil,BRA,1
P-03262,Casiano,Céspedes,1,1950,Paraguay,PRY,1
P-09049,Arthur,Ceuleers,1,1938,Belgium,BEL,1
P-05244,Jan,Ceulemans,3,"1982, 1986, 1990",Belgium,BEL,1
P-05244,Jan,Ceulemans,3,"1982, 1986, 1990",Belgium,BEL,1
P-05244,Jan,Ceulemans,3,"1982, 1986, 1990",Belgium,BEL,1
P-09959,José Francisco,Cevallos,1,2002,Ecuador,ECU,1
P-00590,Bum-kun,Cha,1,1986,South Korea,KOR,1
P-07601,Du-ri,Cha,2,"2002, 2010",South Korea,KOR,1
P-07601,Du-ri,Cha,2,"2002, 2010",South Korea,KOR,1
P-07169,Jong-hyok,Cha,1,2010,North Korea,PRK,1
P-01570,Ghailene,Chaalali,2,"2018, 2022",Tunisia,TUN,1
P-01570,Ghailene,Chaalali,2,"2018, 2022",Tunisia,TUN,1
P-04907,not applicable,Chacho,1,1934,Spain,ESP,1
P-03802,Daniel,Chacón,1,2022,Costa Rica,CRI,1
P-05140,Mustapha,Chadili,1,1998,Morocco,MAR,1
P-00046,Nacer,Chadli,2,"2014, 2018",Belgium,BEL,1
P-00046,Nacer,Chadli,2,"2014, 2018",Belgium,BEL,1
P-04798,Marinho,Chagas,1,1974,Brazil,BRA,1
P-01342,Mohammed,Chaib,1,1986,Algeria,DZA,1
P-01228,Ilias,Chair,1,2022,Morocco,MAR,1
P-08754,Arturo,Chaires,2,"1962, 1966",Mexico,MEX,1
P-08754,Arturo,Chaires,2,"1962, 1966",Mexico,MEX,1
P-04306,Cléber,Chalá,1,2002,Ecuador,ECU,1
P-09251,Mario,Chaldú,1,1966,Argentina,ARG,1
P-07147,Kostas,Chalkias,1,2010,Greece,GRC,1
P-01300,Roberto,Challe,1,1970,Peru,PER,1
P-00214,Pavel,Chaloupka,1,1982,Czechoslovakia,CSK,1
P-02521,Eustacio,Chamorro,1,1930,Paraguay,PRY,1
P-06095,José,Chamot,3,"1994, 1998, 2002",Argentina,ARG,1
P-06095,José,Chamot,3,"1994, 1998, 2002",Argentina,ARG,1
P-06095,José,Chamot,3,"1994, 1998, 2002",Argentina,ARG,1
P-03016,Timothy,Chandler,1,2014,United States,USA,1
P-00521,Kwon,Chang-hoon,1,2022,South Korea,KOR,1
P-02417,Viktor,Chanov,3,"1982, 1986, 1990",Soviet Union,SUN,1
P-02417,Viktor,Chanov,3,"1982, 1986, 1990",Soviet Union,SUN,1
P-02417,Viktor,Chanov,3,"1982, 1986, 1990",Soviet Union,SUN,1
P-09323,Vyacheslav,Chanov,1,1982,Soviet Union,SUN,1
P-00257,Alexis,Chantraine,1,1930,Belgium,BEL,1
P-05547,Augustin,Chantrel,1,1930,France,FRA,1
P-01745,Mohammed,Chaouch,1,1994,Morocco,MAR,1
P-07305,Faouzi,Chaouchi,1,2010,Algeria,DZA,1
P-05501,Ernesto,Chaparro,1,1930,Chile,CHL,1
P-00678,Sammy,Chapman,1,1958,Northern Ireland,NIR,1
P-04510,Stéphane,Chapuisat,1,1994,Switzerland,CHE,1
P-04716,Lionel,Charbonnier,1,1998,France,FRA,1
P-00808,Angelos,Charisteas,1,2010,Greece,GRC,1
P-08394,David Atiba,Charles,1,2006,Trinidad and Tobago,TTO,1
P-02360,John,Charles,1,1958,Wales,WAL,1
P-01213,Mel,Charles,1,1958,Wales,WAL,1
P-03645,Bobby,Charlton,4,"1958, 1962, 1966, 1970",England,ENG,1
P-03645,Bobby,Charlton,4,"1958, 1962, 1966, 1970",England,ENG,1
P-03645,Bobby,Charlton,4,"1958, 1962, 1966, 1970",England,ENG,1
P-03645,Bobby,Charlton,4,"1958, 1962, 1966, 1970",England,ENG,1
P-06862,Jack,Charlton,2,"1966, 1970",England,ENG,1
P-06862,Jack,Charlton,2,"1966, 1970",England,ENG,1
P-08162,Casiano,Chavarría,1,1930,Bolivia,BOL,1
P-00964,Germán,Chavarría,1,1990,Costa Rica,CRI,1
P-05594,José Carlos,Chaves,1,1990,Costa Rica,CRI,1
P-04719,Adrián,Chávez,1,1994,Mexico,MEX,1
P-00565,Juan Carlos,Chávez,1,1994,Mexico,MEX,1
P-09691,Luis,Chávez,1,2022,Mexico,MEX,1
P-01001,Marvin,Chávez,1,2014,Honduras,HND,1
P-08099,Osman,Chávez,2,"2010, 2014",Honduras,HND,1
P-08099,Osman,Chávez,2,"2010, 2014",Honduras,HND,1
P-02547,Enrique,Chazarreta,1,1974,Argentina,ARG,1
P-08665,Yechezekel,Chazom,1,1970,Israel,ISR,1
P-09853,Fathi,Chebal,1,1986,Algeria,DZA,1
P-08238,Kamel,Chebli,1,1978,Tunisia,TUN,1
P-07065,Walid,Cheddira,1,2022,Morocco,MAR,1
P-03390,Aurélien,Chedjou,2,"2010, 2014",Cameroon,CMR,1
P-03390,Aurélien,Chedjou,2,"2010, 2014",Cameroon,CMR,1
P-08917,Adel,Chedli,1,2006,Tunisia,TUN,1
P-05155,Ohman,Chehaibi,1,1978,Tunisia,TUN,1
P-07698,not applicable,Chendo,2,"1986, 1990",Spain,ESP,1
P-07698,not applicable,Chendo,2,"1986, 1990",Spain,ESP,1
P-09869,Stanislav,Cherchesov,2,"1994, 2002",Russia,RUS,1
P-09869,Stanislav,Cherchesov,2,"1994, 2002",Russia,RUS,1
P-01435,Roberto,Cherro,1,1930,Argentina,ARG,1
P-05558,Steve,Cherundolo,3,"2002, 2006, 2010",United States,USA,1
P-05558,Steve,Cherundolo,3,"2002, 2006, 2010",United States,USA,1
P-05558,Steve,Cherundolo,3,"2002, 2006, 2010",United States,USA,1
P-07957,Denis,Cheryshev,1,2018,Russia,RUS,1
P-06002,Rouzbeh,Cheshmi,2,"2018, 2022",Iran,IRN,1
P-06002,Rouzbeh,Cheshmi,2,"2018, 2022",Iran,IRN,1
P-01533,Bernard,Chiarelli,1,1958,France,FRA,1
P-08244,Saïd,Chiba,1,1998,Morocco,MAR,1
P-07436,not applicable,Chicão,1,1978,Brazil,BRA,1
P-03960,not applicable,Chico,1,1950,Brazil,BRA,1
P-00979,Giorgio,Chiellini,2,"2010, 2014",Italy,ITA,1
P-00979,Giorgio,Chiellini,2,"2010, 2014",Italy,ITA,1
P-09175,Enrico,Chiesa,1,1998,Italy,ITA,1
P-06304,Sirajeddine,Chihi,1,1998,Tunisia,TUN,1
P-08914,Yassine,Chikhaoui,1,2006,Tunisia,TUN,1
P-05887,José Luis,Chilavert,2,"1998, 2002",Paraguay,PRY,1
P-05887,José Luis,Chilavert,2,"1998, 2002",Paraguay,PRY,1
P-02992,Rolando,Chilavert,1,1986,Paraguay,PRY,1
P-04079,Allenby,Chilton,1,1954,England,ENG,1
P-07575,Pascal,Chimbonda,1,2006,France,FRA,1
P-09263,Enrique,Chimento,1,1934,Argentina,ARG,1
P-05528,Giorgio,Chinaglia,1,1974,Italy,ITA,1
P-03597,Pablo,Chinchilla,1,2002,Costa Rica,CRI,1
P-08815,Brian,Ching,1,2006,United States,USA,1
P-09924,Scott,Chipperfield,2,"2006, 2010",Australia,AUS,1
P-09924,Scott,Chipperfield,2,"2006, 2010",Australia,AUS,1
P-06070,Youssef,Chippo,1,1998,Morocco,MAR,1
P-09351,Iulian,Chiriță,1,1994,Romania,ROU,1
P-07928,Vasile,Chiroiu,1,1938,Romania,ROU,1
P-03676,Igor,Chislenko,2,"1962, 1966",Soviet Union,SUN,1
P-03676,Igor,Chislenko,2,"1962, 1966",Soviet Union,SUN,1
P-01589,Aleksandr,Chivadze,2,"1982, 1986",Soviet Union,SUN,1
P-01589,Aleksandr,Chivadze,2,"1982, 1986",Soviet Union,SUN,1
P-01321,Alberto,Chividini,1,1930,Argentina,ARG,1
P-07300,Bruno,Chizzo,1,1938,Italy,ITA,1
P-04433,Byung-deuk,Cho,1,1986,South Korea,KOR,1
P-01222,Jae-jin,Cho,1,2006,South Korea,KOR,1
P-04805,Jin-ho,Cho,1,1994,South Korea,KOR,1
P-08857,Kwang-rae,Cho,1,1986,South Korea,KOR,1
P-07360,Min-kook,Cho,2,"1986, 1990",South Korea,KOR,1
P-07360,Min-kook,Cho,2,"1986, 1990",South Korea,KOR,1
P-03256,Won-hee,Cho,1,2006,South Korea,KOR,1
P-07777,Yong-hyung,Cho,1,2010,South Korea,KOR,1
P-04501,Young-jeung,Cho,1,1986,South Korea,KOR,1
P-02364,Kum-chol,Choe,1,2010,North Korea,PRK,1
P-09566,Chung-min,Choi,1,1954,South Korea,KOR,1
P-07963,Dae-shik,Choi,1,1994,South Korea,KOR,1
P-00277,Eun-sung,Choi,1,2002,South Korea,KOR,1
P-02911,In-young,Choi,2,"1990, 1994",South Korea,KOR,1
P-02911,In-young,Choi,2,"1990, 1994",South Korea,KOR,1
P-07651,Jin-cheul,Choi,2,"2002, 2006",South Korea,KOR,1
P-07651,Jin-cheul,Choi,2,"2002, 2006",South Korea,KOR,1
P-00382,Kang-hee,Choi,1,1990,South Korea,KOR,1
P-00926,Moon-sik,Choi,1,1994,South Korea,KOR,1
P-07472,Soon-ho,Choi,2,"1986, 1990",South Korea,KOR,1
P-07472,Soon-ho,Choi,2,"1986, 1990",South Korea,KOR,1
P-00391,Sung-yong,Choi,2,"1998, 2002",South Korea,KOR,1
P-00391,Sung-yong,Choi,2,"1998, 2002",South Korea,KOR,1
P-01460,Tae-uk,Choi,1,2002,South Korea,KOR,1
P-00855,Yong-soo,Choi,2,"1998, 2002",South Korea,KOR,1
P-00855,Yong-soo,Choi,2,"1998, 2002",South Korea,KOR,1
P-09721,Young-il,Choi,2,"1994, 1998",South Korea,KOR,1
P-09721,Young-il,Choi,2,"1994, 1998",South Korea,KOR,1
P-04102,Yung-keun,Choi,1,1954,South Korea,KOR,1
P-01880,Givi,Chokheli,1,1962,Soviet Union,SUN,1
P-03441,André,Chorda,1,1966,France,FRA,1
P-01736,Manuel,Chorens,1,1938,Cuba,CUB,1
P-04914,Ferid,Chouchane,1,1998,Tunisia,TUN,1
P-04973,Moustapha,Choukri,1,1970,Morocco,MAR,1
P-07578,Eric Maxim,Choupo-Moting,3,"2010, 2014, 2022",Cameroon,CMR,1
P-07578,Eric Maxim,Choupo-Moting,3,"2010, 2014, 2022",Cameroon,CMR,1
P-07578,Eric Maxim,Choupo-Moting,3,"2010, 2014, 2022",Cameroon,CMR,1
P-08798,Jozef,Chovanec,1,1990,Czechoslovakia,CSK,1
P-07667,Philippe,Christanval,1,2002,France,FRA,1
P-04266,Andreas,Christensen,2,"2018, 2022",Denmark,DNK,1
P-04266,Andreas,Christensen,2,"2018, 2022",Denmark,DNK,1
P-05815,Flemming,Christensen,1,1986,Denmark,DNK,1
P-01002,Oliver,Christensen,1,2022,Denmark,DNK,1
P-03259,Jesper,Christiansen,2,"2002, 2010",Denmark,DNK,1
P-03259,Jesper,Christiansen,2,"2002, 2010",Denmark,DNK,1
P-06371,Jeremy,Christie,1,2010,New Zealand,NZL,1
P-05696,Lazaros,Christodoulopoulos,1,2014,Greece,GRC,1
P-07865,Justice,Christopher,1,2002,Nigeria,NGA,1
P-02051,Yung-kwang,Chu,1,1954,South Korea,KOR,1
P-04443,Igor,Chugainov,1,2002,Russia,RUS,1
P-03435,Héctor,Chumpitaz,2,"1970, 1978",Peru,PER,1
P-03435,Héctor,Chumpitaz,2,"1970, 1978",Peru,PER,1
P-02386,Hae-won,Chung,1,1990,South Korea,KOR,1
P-09973,Jong-son,Chung,1,1994,South Korea,KOR,1
P-03217,Jong-soo,Chung,2,"1986, 1990",South Korea,KOR,1
P-03217,Jong-soo,Chung,2,"1986, 1990",South Korea,KOR,1
P-00814,Kook-chin,Chung,1,1954,South Korea,KOR,1
P-07321,Kyung-ho,Chung,1,2006,South Korea,KOR,1
P-08401,Nam-sik,Chung,1,1954,South Korea,KOR,1
P-01485,Yong-hwan,Chung,2,"1986, 1990",South Korea,KOR,1
P-01485,Yong-hwan,Chung,2,"1986, 1990",South Korea,KOR,1
P-02745,Dmytro,Chyhrynskyi,1,2006,Ukraine,UKR,1
P-04933,not applicable,Cicinho,1,2006,Brazil,BRA,1
P-04387,Hans,Cieslarczyk,1,1958,West Germany,DEU,1
P-09673,José,Cifuentes,1,2022,Ecuador,ECU,1
P-02133,Leonardo,Cilaurren,1,1934,Spain,ESP,1
P-07425,Jasper,Cillessen,1,2014,Netherlands,NLD,1
P-09805,Carlos,Cillóniz,1,1930,Peru,PER,1
P-08084,Laurent,Ciman,1,2014,Belgium,BEL,1
P-07172,Sebastjan,Cimirotič,1,2002,Slovenia,SVN,1
P-06840,Liviu,Ciobotariu,1,1998,Romania,ROU,1
P-02001,Gheorghe,Ciolac,1,1934,Romania,ROU,1
P-03828,Włodzimierz,Ciołek,1,1982,Poland,POL,1
P-00958,Thiago,Cionek,1,2018,Poland,POL,1
P-08906,not applicable,Ciriaco,1,1934,Spain,ESP,1
P-08683,Franz,Cisar,1,1934,Austria,AUT,1
P-07252,Ernesto,Cisneros,1,1966,Mexico,MEX,1
P-08669,Rigoberto,Cisneros,1,1978,Mexico,MEX,1
P-00321,Pathé,Ciss,1,2022,Senegal,SEN,1
P-07984,Aliou,Cissé,1,2002,Senegal,SEN,1
P-03326,Djibril,Cissé,2,"2002, 2010",France,FRA,1
P-03326,Djibril,Cissé,2,"2002, 2010",France,FRA,1
P-08883,Pape Abou,Cissé,1,2022,Senegal,SEN,1
P-08136,Kalidou,Cissokho,1,2002,Senegal,SEN,1
P-09968,Nico,Claesen,2,"1986, 1990",Belgium,BEL,1
P-09968,Nico,Claesen,2,"1986, 1990",Belgium,BEL,1
P-07553,Jean,Claessens,1,1934,Belgium,BEL,1
P-00573,Viktor,Claesson,1,2018,Sweden,SWE,1
P-04001,Eddie,Clamp,1,1958,England,ENG,1
P-08243,Aaron,Clapham,1,2010,New Zealand,NZL,1
P-06223,Bobby,Clark,1,1978,Scotland,SCO,1
P-06202,Ricardo,Clark,1,2010,United States,USA,1
P-01116,Allan,Clarke,1,1970,England,ENG,1
P-08478,Colin,Clarke,1,1986,Northern Ireland,NIR,1
P-02635,Jorge,Claros,1,2014,Honduras,HND,1
P-07520,Jordy,Clasie,1,2014,Netherlands,NLD,1
P-03551,Néstor,Clausen,1,1986,Argentina,ARG,1
P-08457,Fernando,Clavijo,1,1994,United States,USA,1
P-02618,José,Clayton,2,"1998, 2002",Tunisia,TUN,1
P-02618,José,Clayton,2,"1998, 2002",Tunisia,TUN,1
P-05094,Ronnie,Clayton,1,1958,England,ENG,1
P-09058,Jim,Cleary,1,1982,Northern Ireland,NIR,1
P-06985,Ray,Clemence,1,1982,England,ENG,1
P-00395,Philippe,Clement,1,1998,Belgium,BEL,1
P-04950,Gaël,Clichy,1,2010,France,FRA,1
P-05670,Leo,Clijsters,2,"1986, 1990",Belgium,BEL,1
P-05670,Leo,Clijsters,2,"1986, 1990",Belgium,BEL,1
P-06480,not applicable,Clodoaldo,1,1970,Brazil,BRA,1
P-02631,Lesław,Ćmikiewicz,1,1974,Poland,POL,1
P-06487,Conor,Coady,1,2022,England,ENG,1
P-08495,Sebastián,Coates,3,"2014, 2018, 2022",Uruguay,URY,1
P-08495,Sebastián,Coates,3,"2014, 2018, 2022",Uruguay,URY,1
P-08495,Sebastián,Coates,3,"2014, 2018, 2022",Uruguay,URY,1
P-02936,Henry,Cockburn,1,1950,England,ENG,1
P-01541,Francesco,Coco,1,2002,Italy,ITA,1
P-06921,Phillip,Cocu,2,"1998, 2006",Netherlands,NLD,1
P-06921,Phillip,Cocu,2,"1998, 2006",Netherlands,NLD,1
P-08361,Arturo,Coddou,1,1930,Chile,CHL,1
P-06700,Dan,Coe,1,1970,Romania,ROU,1
P-07267,Ludo,Coeck,1,1982,Belgium,BEL,1
P-07099,Fábio,Coentrão,2,"2010, 2014",Portugal,PRT,1
P-07099,Fábio,Coentrão,2,"2010, 2014",Portugal,PRT,1
P-07792,George,Cohen,1,1966,England,ENG,1
P-03161,Sandro,Cois,1,1998,Italy,ITA,1
P-02808,Gino,Colaussi,1,1938,Italy,ITA,1
P-04344,Søren,Colding,1,1998,Denmark,DNK,1
P-04576,Ashley,Cole,3,"2002, 2006, 2010",England,ENG,1
P-04576,Ashley,Cole,3,"2002, 2006, 2010",England,ENG,1
P-04576,Ashley,Cole,3,"2002, 2006, 2010",England,ENG,1
P-02832,Duncan,Cole,1,1982,New Zealand,NZL,1
P-04009,Joe,Cole,3,"2002, 2006, 2010",England,ENG,1
P-04009,Joe,Cole,3,"2002, 2006, 2010",England,ENG,1
P-04009,Joe,Cole,3,"2002, 2006, 2010",England,ENG,1
P-05569,Ratko,Čolić,1,1950,Yugoslavia,YUG,1
P-08782,Daniel,Colindres,1,2018,Costa Rica,CRI,1
P-00656,Marcos,Coll,1,1962,Colombia,COL,1
P-03214,Enrique,Collar,1,1962,Spain,ESP,1
P-05885,Bobby,Collins,1,1958,Scotland,SCO,1
P-09371,John,Collins,2,"1990, 1998",Scotland,SCO,1
P-09371,John,Collins,2,"1990, 1998",Scotland,SCO,1
P-07960,Fulvio,Collovati,2,"1982, 1986",Italy,ITA,1
P-07960,Fulvio,Collovati,2,"1982, 1986",Italy,ITA,1
P-09765,Fabricio,Coloccini,1,2006,Argentina,ARG,1
P-08357,Charlie,Colombo,1,1950,United States,USA,1
P-07888,Dominique,Colonna,1,1958,France,FRA,1
P-04081,Fabio,Coltorti,1,2006,Switzerland,CHE,1
P-00944,Mário,Coluna,1,1966,Portugal,PRT,1
P-08781,Rubin,Colwill,1,2022,Wales,WAL,1
P-01061,Ferdinand,Coly,1,2002,Senegal,SEN,1
P-01232,Kingsley,Coman,1,2022,France,FRA,1
P-03130,Bobby,Combe,1,1954,Scotland,SCO,1
P-07208,Gianpiero,Combi,1,1934,Italy,ITA,1
P-09354,Nestor,Combin,1,1966,France,FRA,1
P-04496,Eray,Cömert,1,2022,Switzerland,CHE,1
P-04289,Sérgio,Conceição,1,2002,Portugal,PRT,1
P-00188,Luis Gabelo,Conejo,1,1990,Costa Rica,CRI,1
P-08398,Edmund,Conen,1,1934,Germany,DEU,1
P-08471,John,Connelly,2,"1962, 1966",England,ENG,1
P-08471,John,Connelly,2,"1962, 1966",England,ENG,1
P-07115,David,Connolly,1,2002,Republic of Ireland,IRL,1
P-06000,Jimmy,Conrad,1,2006,United States,USA,1
P-06665,Antonio,Conte,1,1994,Italy,ITA,1
P-09887,Bruno,Conti,2,"1982, 1986",Italy,ITA,1
P-09887,Bruno,Conti,2,"1982, 1986",Italy,ITA,1
P-07683,Paolo,Conti,1,1978,Italy,ITA,1
P-08587,Anthony,Contreras,1,2022,Costa Rica,CRI,1
P-01784,Carlos,Contreras,1,1962,Chile,CHL,1
P-01869,Pablo,Contreras,1,2010,Chile,CHL,1
P-07249,Pedro,Contreras,1,2002,Spain,ESP,1
P-00500,Bobby,Convey,1,2006,United States,USA,1
P-06413,Geoff,Coombes,1,1950,United States,USA,1
P-02297,Armando,Cooper,1,2018,Panama,PAN,1
P-08832,Davie,Cooper,1,1986,Scotland,SCO,1
P-09676,Terry,Cooper,1,1970,England,ENG,1
P-02498,Ernie,Copland,1,1954,Scotland,SCO,1
P-01504,Steve,Coppell,1,1982,England,ENG,1
P-06716,Henri,Coppens,1,1954,Belgium,BEL,1
P-02839,Oreste,Corbatta,1,1958,Argentina,ARG,1
P-03771,Rubén,Corbo,1,1974,Uruguay,URY,1
P-03032,Walter,Corbo,1,1970,Uruguay,URY,1
P-00786,Rodrigo,Cordero,1,2002,Costa Rica,CRI,1
P-02586,Iván,Córdoba,1,1998,Colombia,COL,1
P-03064,Óscar,Córdoba,2,"1994, 1998",Colombia,COL,1
P-03064,Óscar,Córdoba,2,"1994, 1998",Colombia,COL,1
P-05606,Raúl,Córdoba,1,1950,Mexico,MEX,1
P-06956,Vedran,Ćorluka,2,"2014, 2018",Croatia,HRV,1
P-06956,Vedran,Ćorluka,2,"2014, 2018",Croatia,HRV,1
P-05883,Peter,Cormack,1,1974,Scotland,SCO,1
P-05025,Fernando,Cornejo,1,1998,Chile,CHL,1
P-03079,Andreas,Cornelius,2,"2018, 2022",Denmark,DNK,1
P-03079,Andreas,Cornelius,2,"2018, 2022",Denmark,DNK,1
P-05503,Derek,Cornelius,1,2022,Canada,CAN,1
P-09667,Marco,Cornez,1,1982,Chile,CHL,1
P-02413,Jesús Manuel,Corona,1,2018,Mexico,MEX,1
P-00920,Julián,Coronel,1,1986,Paraguay,PRY,1
P-02531,Ángel,Correa,1,2022,Argentina,ARG,1
P-01889,Gabriel,Correa,1,1990,Uruguay,URY,1
P-02268,Rubén,Correa,1,1970,Peru,PER,1
P-04167,Joe,Corrigan,1,1982,England,ENG,1
P-00153,Eugen,Corrodi,1,1950,Switzerland,CHE,1
P-00004,Julio César,Cortés,3,"1962, 1966, 1970",Uruguay,URY,1
P-00004,Julio César,Cortés,3,"1962, 1966, 1970",Uruguay,URY,1
P-00004,Julio César,Cortés,3,"1962, 1966, 1970",Uruguay,URY,1
P-07643,Óscar,Cortés,1,1994,Colombia,COL,1
P-00515,Ranulfo,Cortés,1,1954,Mexico,MEX,1
P-03842,Roberto,Cortés,1,1930,Chile,CHL,1
P-06569,Santiago,Cortés,1,1970,El Salvador,SLV,1
P-02019,Aldo,Corzo,1,2018,Peru,PER,1
P-00350,Vintilă,Cossini,1,1938,Romania,ROU,1
P-09372,Diego,Costa,2,"2014, 2018",Spain,ESP,1
P-09372,Diego,Costa,2,"2014, 2018",Spain,ESP,1
P-01102,Diogo,Costa,1,2022,Portugal,PRT,1
P-05310,Douglas,Costa,1,2018,Brazil,BRA,1
P-09874,Jorge,Costa,1,2002,Portugal,PRT,1
P-06239,Ricardo,Costa,3,"2006, 2010, 2014",Portugal,PRT,1
P-06239,Ricardo,Costa,3,"2006, 2010, 2014",Portugal,PRT,1
P-06239,Ricardo,Costa,3,"2006, 2010, 2014",Portugal,PRT,1
P-07611,Rui,Costa,1,2002,Portugal,PRT,1
P-03903,Alessandro,Costacurta,2,"1994, 1998",Italy,ITA,1
P-03903,Alessandro,Costacurta,2,"1994, 1998",Italy,ITA,1
P-09241,Leonardo,Costagliola,1,1954,Italy,ITA,1
P-02113,not applicable,Costinha,1,2006,Portugal,PRT,1
P-02646,Anthony,Costly,1,1982,Honduras,HND,1
P-07098,Carlo,Costly,1,2014,Honduras,HND,1
P-03120,Rodolfo,Cota,1,2022,Mexico,MEX,1
P-04157,Didier,Couécou,1,1966,France,FRA,1
P-03901,Grégory,Coupet,2,"2002, 2006",France,FRA,1
P-03901,Grégory,Coupet,2,"2002, 2006",France,FRA,1
P-08296,Alain,Couriol,1,1982,France,FRA,1
P-01252,Roger,Courtois,2,"1934, 1938",France,FRA,1
P-01252,Roger,Courtois,2,"1934, 1938",France,FRA,1
P-08801,Thibaut,Courtois,3,"2014, 2018, 2022",Belgium,BEL,1
P-08801,Thibaut,Courtois,3,"2014, 2018, 2022",Belgium,BEL,1
P-08801,Thibaut,Courtois,3,"2014, 2018, 2022",Belgium,BEL,1
P-05788,not applicable,Coutinho,1,1962,Brazil,BRA,1
P-06414,Philippe,Coutinho,1,2018,Brazil,BRA,1
P-00101,Fernando,Couto,1,2002,Portugal,PRT,1
P-02945,Ante,Covic,1,2006,Australia,AUS,1
P-01987,Neil,Covone,1,1990,United States,USA,1
P-02940,Doug,Cowie,2,"1954, 1958",Scotland,SCO,1
P-02940,Doug,Cowie,2,"1954, 1958",Scotland,SCO,1
P-07492,Ian,Cox,1,2006,Trinidad and Tobago,TTO,1
P-09261,Fay,Coyle,1,1958,Northern Ireland,NIR,1
P-00636,John,Coyle,1,1958,Scotland,SCO,1
P-03165,Tommy,Coyne,1,1994,Republic of Ireland,IRL,1
P-09568,Robert,Craddock,1,1950,United States,USA,1
P-03731,Gheorghe,Craioveanu,1,1998,Romania,ROU,1
P-00162,Bertrand,Crasson,1,1998,Belgium,BEL,1
P-03082,Atilio,Cremaschi,1,1950,Chile,CHL,1
P-04864,Hernán,Crespo,3,"1998, 2002, 2006",Argentina,ARG,1
P-04864,Hernán,Crespo,3,"1998, 2002, 2006",Argentina,ARG,1
P-04864,Hernán,Crespo,3,"1998, 2002, 2006",Argentina,ARG,1
P-03709,Kenny,Cresswell,1,1982,New Zealand,NZL,1
P-08795,not applicable,Cris,1,2006,Brazil,BRA,1
P-05216,Domenico,Criscito,1,2010,Italy,ITA,1
P-07266,Luis,Cristaldo,1,1994,Bolivia,BOL,1
P-03582,Tomislav,Crnković,2,"1954, 1958",Yugoslavia,YUG,1
P-03582,Tomislav,Crnković,2,"1954, 1958",Yugoslavia,YUG,1
P-00789,Claes,Cronqvist,2,"1970, 1974",Sweden,SWE,1
P-00789,Claes,Cronqvist,2,"1970, 1974",Sweden,SWE,1
P-07815,Peter,Crouch,2,"2006, 2010",England,ENG,1
P-07815,Peter,Crouch,2,"2006, 2010",England,ENG,1
P-06695,Vic,Crowe,1,1958,Wales,WAL,1
P-07032,Jürgen,Croy,1,1974,East Germany,DDR,1
P-02702,Johan,Cruyff,1,1974,Netherlands,NLD,1
P-05384,André,Cruz,1,1998,Brazil,BRA,1
P-04284,Felix,Cruz,1,1986,Mexico,MEX,1
P-07768,Fernando,Cruz,1,1966,Portugal,PRT,1
P-03234,Francisco Javier,Cruz,1,1986,Mexico,MEX,1
P-03765,Humberto,Cruz,2,"1962, 1966",Chile,CHL,1
P-03765,Humberto,Cruz,2,"1962, 1966",Chile,CHL,1
P-02932,Juan,Cruz,1,1982,Honduras,HND,1
